Account,Fraud_Count
C2138340769,1
C2116720360,1
C2143419144,1
C2141973134,1
C2142112051,1
C2142316006,1
C2142345212,1
C2142384602,1
C2142422300,1
C2142575639,1
C2142600203,1
C2142717530,1
C2142754962,1
C2143112877,1
C2143229891,1
C2143409210,1
C2143635145,1
C2141912199,1
C2144015041,1
C2144116571,1
C2144262905,1
C2144474125,1
C2144586539,1
C2144732006,1
C2144739676,1
C2144754403,1
C2144761776,1
C2145025000,1
C2145121206,1
C2145122969,1
C2145440257,1
C2141919864,1
C2141717111,1
C213845553,1
C2139851324,1
C2138456206,1
C2138523923,1
C2138615216,1
C2138692554,1
C2138906763,1
C213896152,1
C2139042212,1
C2139077916,1
C213913405,1
C2139196557,1
C2139323336,1
C2139567516,1
C2139688742,1
C213999906,1
C2141598336,1
C2140038573,1
C2140495649,1
C214058020,1
C2140627643,1
C2140905252,1
C2141057389,1
C2141057802,1
C2141157779,1
C2141175664,1
C2141349568,1
C2141452552,1
C2141524320,1
C2141549007,1
C2131616208,1
C213157987,1
C2131363055,1
C2121024241,1
C2119805225,1
C2119910556,1
C2119966588,1
C2120061745,1
C2120357897,1
C2120513600,1
C212063008,1
C2120663616,1
C2120671448,1
C2120724538,1
C2120774041,1
C2120902044,1
C2120940829,1
C2121092345,1
C2119771429,1
C2121303056,1
C21214474,1
C2121782042,1
C2121955514,1
C212208463,1
C2122089181,1
C2122166618,1
C2122237253,1
C2122364089,1
C2122549663,1
C2122554602,1
C2122561509,1
C2122707559,1
C2119788875,1
C2119586471,1
C2131356877,1
C2118127422,1
C2116826462,1
C2116852937,1
C2116903748,1
C211699118,1
C2117251684,1
C2117385631,1
C211740170,1
C2117423610,1
C2117512947,1
C2117568077,1
C2117610925,1
C2117660675,1
C2118037553,1
C2118158219,1
C2119441360,1
C2118315952,1
C211836732,1
C2118381511,1
C211860517,1
C2118682140,1
C2118754392,1
C2118952625,1
C2119085039,1
C2119229294,1
C2119235078,1
C2119310535,1
C2119322419,1
C2119382172,1
C2122742965,1
C2122806908,1
C2122951913,1
C2129660302,1
C2126609733,1
C2126645098,1
C2127407367,1
C2127664545,1
C2127862399,1
C2128296951,1
C2128461532,1
C2128547053,1
C212885805,1
C2129111288,1
C2129142994,1
C2129452357,1
C2129553279,1
C2129735982,1
C21231509,1
C2129842228,1
C2129872070,1
C2129900930,1
C2129914105,1
C2129924670,1
C213016310,1
C2130173515,1
C213063852,1
C2130748212,1
C213083209,1
C213105039,1
C2131112952,1
C2131209365,1
C2126573735,1
C2126545173,1
C2126511572,1
C2126395117,1
C2123361614,1
C2123365185,1
C2123396844,1
C2123434459,1
C2123466960,1
C2123765878,1
C2123813082,1
C212390173,1
C2123949636,1
C2124012245,1
C2124143230,1
C2124387698,1
C2124431731,1
C2124823897,1
C2124923090,1
C2125071302,1
C2125159934,1
C2125497646,1
C2125667405,1
C2125715094,1
C2125867805,1
C2126149202,1
C2126149850,1
C2126162917,1
C2126217921,1
C2126274036,1
C2126327419,1
C517122648,1
C518290039,1
C517543393,1
C840839680,1
C839316822,1
C839360691,1
C839366750,1
C839403720,1
C840005543,1
C840083671,1
C840095827,1
C840188997,1
C840630111,1
C840664227,1
C84071102,1
C840755462,1
C840795008,1
C840857519,1
C839142171,1
C840864986,1
C840928350,1
C841210881,1
C841492640,1
C841535427,1
C841821564,1
C841867558,1
C84195630,1
C841995363,1
C842027258,1
C842156378,1
C842293503,1
C842294440,1
C839259296,1
C838658203,1
C842642744,1
C836948657,1
C835865588,1
C835899289,1
C836001849,1
C836135331,1
C836452372,1
C836488544,1
C836514563,1
C836514715,1
C83653019,1
C836610580,1
C836633488,1
C836797981,1
C836881979,1
C836986280,1
C838394568,1
C837087174,1
C837210602,1
C837253504,1
C837305312,1
C83742367,1
C837464075,1
C837578141,1
C837820627,1
C838045354,1
C838054431,1
C838062695,1
C838079737,1
C838301055,1
C842496101,1
C842658651,1
C835769230,1
C847682979,1
C846200321,1
C846260566,1
C84626312,1
C846435560,1
C846511826,1
C8466598,1
C846863842,1
C847172802,1
C847232763,1
C847336008,1
C847386551,1
C84753955,1
C847645948,1
C847706686,1
C846072778,1
C847761155,1
C847781012,1
C848033794,1
C848070944,1
C848131266,1
C848134520,1
C84868382,1
C848830970,1
C849010584,1
C849021900,1
C849028719,1
C849209216,1
C849581392,1
C846177864,1
C846061626,1
C842672981,1
C844559371,1
C842684426,1
C84275859,1
C843030857,1
C843090294,1
C843174735,1
C843436467,1
C843527352,1
C843542552,1
C843619874,1
C844027977,1
C844080619,1
C844374854,1
C844469689,1
C844650878,1
C84594080,1
C844803674,1
C844865785,1
C844873214,1
C845019567,1
C845050993,1
C845099418,1
C8451222,1
C845451769,1
C845487324,1
C845507735,1
C845513235,1
C845679365,1
C845870432,1
C835842447,1
C835636847,1
C849791185,1
C826788482,1
C825395175,1
C825596697,1
C825667044,1
C825722694,1
C825902720,1
C826118779,1
C826178834,1
C826187044,1
C826378920,1
C826538510,1
C826590621,1
C826677509,1
C82669876,1
C826844861,1
C825022387,1
C826954839,1
C827087701,1
C827527854,1
C827588953,1
C828020985,1
C828264154,1
C828265234,1
C828281311,1
C828287936,1
C828364266,1
C828404341,1
C82858527,1
C828932813,1
C825235440,1
C8248650,1
C829027470,1
C823304803,1
C821616305,1
C821758097,1
C821777202,1
C822023370,1
C822066250,1
C822141064,1
C822183230,1
C822440427,1
C822476275,1
C822799769,1
C822900325,1
C823071811,1
C823289261,1
C823324093,1
C824786916,1
C823346399,1
C823542906,1
C823598101,1
C82363248,1
C823707248,1
C82400750,1
C824215467,1
C824268591,1
C824285986,1
C824421402,1
C824562042,1
C824646662,1
C824783072,1
C828966021,1
C829302750,1
C835515236,1
C833791313,1
C832338176,1
C8323511,1
C832555372,1
C832632407,1
C832741739,1
C832749526,1
C832863308,1
C832994416,1
C833307608,1
C833344626,1
C833477645,1
C83368332,1
C833710849,1
C833883362,1
C832223915,1
C833989982,1
C834247001,1
C834380248,1
C834535104,1
C834545584,1
C834571675,1
C83459379,1
C834601814,1
C834643638,1
C835019402,1
C835134180,1
C835169130,1
C835286210,1
C832267581,1
C832210168,1
C829335128,1
C830545754,1
C829436029,1
C829501774,1
C829550304,1
C829764239,1
C829777561,1
C829975560,1
C82999164,1
C830041824,1
C830157856,1
C830197617,1
C830293590,1
C830306578,1
C830333385,1
C830552686,1
C832155685,1
C83063124,1
C830817076,1
C830861574,1
C830994571,1
C831067844,1
C831325954,1
C831415203,1
C831536312,1
C83154619,1
C831722456,1
C831752854,1
C831891422,1
C832072738,1
C849644821,1
C849805012,1
C758711155,1
C870252964,1
C868283274,1
C868497487,1
C868509779,1
C86858954,1
C868639312,1
C86900925,1
C869608189,1
C869621048,1
C869780206,1
C869819387,1
C870079370,1
C870195127,1
C870245711,1
C870356100,1
C868212192,1
C870411715,1
C870531652,1
C870722399,1
C870778014,1
C87092424,1
C870958103,1
C871029924,1
C871094830,1
C871130115,1
C871329563,1
C871433982,1
C87161857,1
C871824170,1
C868244039,1
C868020518,1
C871887337,1
C866414395,1
C865099324,1
C86523774,1
C865385437,1
C865443324,1
C865504538,1
C865601051,1
C865727492,1
C865731380,1
C865759561,1
C865907227,1
C866057114,1
C86620913,1
C866227621,1
C866531579,1
C867957105,1
C866706747,1
C866722579,1
C866814625,1
C866838575,1
C866867675,1
C866940482,1
C866984681,1
C867271501,1
C867506541,1
C867659609,1
C867732679,1
C86775572,1
C867904898,1
C87183368,1
C872116979,1
C865044477,1
C877157675,1
C875530566,1
C875621777,1
C875659264,1
C875816541,1
C876181265,1
C87645050,1
C876504183,1
C876539224,1
C876551475,1
C876716683,1
C876852627,1
C876969670,1
C877036651,1
C877246848,1
C875404163,1
C877302181,1
C877334652,1
C877378703,1
C877406862,1
C877487404,1
C877614645,1
C877622868,1
C877672852,1
C878032690,1
C878074974,1
C878343259,1
C878440089,1
C878693982,1
C875460350,1
C875380581,1
C872133707,1
C87393659,1
C872339657,1
C872526349,1
C872768364,1
C872780920,1
C872785069,1
C87316274,1
C873221189,1
C873337141,1
C87347257,1
C87360228,1
C873811972,1
C873843844,1
C873898487,1
C874085933,1
C875288652,1
C874241747,1
C874278645,1
C874365535,1
C874397913,1
C874465366,1
C874576381,1
C874660018,1
C874866527,1
C875012263,1
C87506936,1
C875158937,1
C875169937,1
C875187668,1
C865094709,1
C864985630,1
C850044970,1
C856130608,1
C854622383,1
C854630819,1
C854835248,1
C855053423,1
C855243703,1
C855256022,1
C855445362,1
C855476478,1
C855526143,1
C855760183,1
C855788158,1
C855824878,1
C856044772,1
C856187523,1
C853913532,1
C856217790,1
C856386556,1
C856398760,1
C856589139,1
C85662089,1
C856811510,1
C857107137,1
C857162108,1
C857187005,1
C857225298,1
C85727598,1
C857281092,1
C857500368,1
C854032336,1
C853837808,1
C857746237,1
C851338379,1
C850343949,1
C850364228,1
C850424960,1
C850515807,1
C850743663,1
C850961884,1
C851016578,1
C851065850,1
C851101642,1
C851163410,1
C851172808,1
C851249845,1
C851327636,1
C851575801,1
C853827129,1
C851594091,1
C851631639,1
C851819118,1
C851937225,1
C851990266,1
C852180070,1
C852706972,1
C852832309,1
C852926396,1
C853148295,1
C853284926,1
C853309342,1
C853796614,1
C857672087,1
C85776880,1
C864888723,1
C86350927,1
C862273791,1
C862377395,1
C862388637,1
C862440440,1
C862738497,1
C862778283,1
C862823643,1
C862850216,1
C862942009,1
C863042157,1
C863062485,1
C863370612,1
C863413785,1
C863602835,1
C861921612,1
C863634081,1
C863742411,1
C863787360,1
C863881747,1
C863943949,1
C863963078,1
C864078397,1
C864236269,1
C864356085,1
C864512280,1
C864622150,1
C864699609,1
C864862655,1
C862057815,1
C861498730,1
C857807998,1
C85938481,1
C857985850,1
C858007309,1
C858034086,1
C858197889,1
C858235429,1
C858291954,1
C858355764,1
C858620596,1
C858651729,1
C858739147,1
C858947550,1
C858959216,1
C859067773,1
C85943381,1
C861479607,1
C859655738,1
C859732085,1
C860160503,1
C860186566,1
C860207877,1
C860413679,1
C860545419,1
C860758125,1
C860816450,1
C86115030,1
C861191162,1
C861197285,1
C861292985,1
C821430696,1
C820901487,1
C820606859,1
C780642333,1
C778909639,1
C778960214,1
C779070878,1
C779119558,1
C779194867,1
C779464023,1
C779650292,1
C779716783,1
C779798347,1
C780047306,1
C780357987,1
C780368561,1
C780587384,1
C780743034,1
C778584295,1
C780905436,1
C780914963,1
C781083195,1
C781269019,1
C781288209,1
C781397101,1
C781959592,1
C782178061,1
C782234436,1
C782267522,1
C782313486,1
C782363918,1
C782460784,1
C778841349,1
C778459251,1
C782494245,1
C776645949,1
C775816840,1
C77588545,1
C775900945,1
C776030932,1
C776075442,1
C776089262,1
C77616403,1
C776246900,1
C776297547,1
C776312807,1
C776336653,1
C776566815,1
C776636792,1
C776765192,1
C778090649,1
C776792146,1
C776823334,1
C776919290,1
C776987005,1
C777044549,1
C777372784,1
C777407608,1
C777622163,1
C777809380,1
C777851401,1
C777880922,1
C777990468,1
C778071008,1
C782470219,1
C782534893,1
C775733773,1
C787135844,1
C786114805,1
C786116491,1
C786298819,1
C786455622,1
C786484425,1
C786510892,1
C786548391,1
C786580223,1
C786585564,1
C78663667,1
C786682293,1
C786701128,1
C786761311,1
C787232450,1
C786060499,1
C787438846,1
C78762401,1
C787624212,1
C787958197,1
C7881234,1
C788474412,1
C788558672,1
C788738425,1
C788747190,1
C788790720,1
C788887602,1
C789014007,1
C78926936,1
C78608080,1
C785994676,1
C782666310,1
C784361813,1
C782712589,1
C782761393,1
C782792546,1
C782817814,1
C782995006,1
C783357937,1
C78352329,1
C78389368,1
C783919407,1
C78395024,1
C784234900,1
C784278518,1
C784347509,1
C784365883,1
C785987087,1
C784554482,1
C784559856,1
C784710502,1
C784775373,1
C784866685,1
C785026451,1
C785239841,1
C785242501,1
C785373587,1
C785601242,1
C78561633,1
C785941679,1
C785953522,1
C775810552,1
C775439776,1
C820569216,1
C765437817,1
C763431178,1
C76366495,1
C764015169,1
C764101152,1
C76442447,1
C764461588,1
C764672612,1
C764985389,1
C765019511,1
C765034168,1
C765215468,1
C765286683,1
C765380392,1
C765450059,1
C763225876,1
C765536045,1
C765542,1
C765570809,1
C765607741,1
C765807005,1
C765829328,1
C765888387,1
C766040403,1
C766182565,1
C766242305,1
C766442736,1
C766485430,1
C766681183,1
C763260175,1
C763158589,1
C766999247,1
C760675871,1
C758876302,1
C759025632,1
C759307305,1
C759396393,1
C759668657,1
C759753598,1
C759761137,1
C759846487,1
C759888632,1
C759912226,1
C760531323,1
C76062067,1
C760648951,1
C760883565,1
C763112814,1
C760905654,1
C761148090,1
C761333500,1
C761440890,1
C761504463,1
C761549792,1
C76175380,1
C761769299,1
C761772957,1
C761922099,1
C762597253,1
C762678995,1
C762854717,1
C766725973,1
C767035250,1
C775400277,1
C772620167,1
C771163854,1
C771336671,1
C771431962,1
C771492028,1
C771544520,1
C771564749,1
C77163673,1
C771703338,1
C771768546,1
C771844472,1
C771874815,1
C772067797,1
C772286572,1
C772681684,1
C770927537,1
C773613907,1
C773898763,1
C774105103,1
C774151171,1
C774406325,1
C774459296,1
C774500664,1
C774736612,1
C774814056,1
C7749792,1
C775037479,1
C775257177,1
C77532611,1
C771063877,1
C770921525,1
C767066926,1
C768896772,1
C767243506,1
C767286102,1
C767295910,1
C76747824,1
C767478867,1
C767567328,1
C767625461,1
C767812247,1
C767878011,1
C767985950,1
C768066152,1
C768827256,1
C768834848,1
C769108247,1
C770656459,1
C7692150,1
C769266186,1
C769290642,1
C769483130,1
C76954571,1
C769822179,1
C770221962,1
C770227630,1
C770294842,1
C770300650,1
C770353571,1
C770424771,1
C770584215,1
C789526780,1
C789938480,1
C790067619,1
C810398969,1
C808534536,1
C808764637,1
C808767907,1
C809054944,1
C809314999,1
C809421762,1
C809515393,1
C809677827,1
C809683747,1
C809689507,1
C809970708,1
C810055905,1
C810305173,1
C810413951,1
C808515301,1
C810552146,1
C810576421,1
C810591075,1
C810627720,1
C810812783,1
C811242646,1
C811273575,1
C81133890,1
C811338954,1
C811362525,1
C811425759,1
C811562034,1
C811947733,1
C808528635,1
C808430979,1
C812117475,1
C806145630,1
C804554509,1
C804647095,1
C804681656,1
C804873072,1
C80491623,1
C805258361,1
C805284167,1
C805718496,1
C805776817,1
C805847256,1
C805912404,1
C805918938,1
C806070403,1
C806333119,1
C8083838,1
C806437930,1
C806590394,1
C806769154,1
C806917038,1
C807091049,1
C80713537,1
C807173004,1
C807316421,1
C807604201,1
C807998987,1
C808321528,1
C808323881,1
C80837759,1
C812001868,1
C812331836,1
C790089745,1
C818983201,1
C817261687,1
C817408306,1
C817565031,1
C817583819,1
C817672066,1
C817819913,1
C817857207,1
C817947790,1
C818165739,1
C818444263,1
C818466696,1
C81849981,1
C818905702,1
C819262396,1
C816867193,1
C819353215,1
C819382970,1
C819390198,1
C819453413,1
C819459156,1
C819461207,1
C819604043,1
C819607740,1
C819618584,1
C819849169,1
C820024675,1
C820061836,1
C82050695,1
C816944286,1
C816802649,1
C812377986,1
C814473635,1
C812512392,1
C812613458,1
C812692879,1
C813115168,1
C813165216,1
C813701633,1
C813852044,1
C813936493,1
C814150801,1
C814296672,1
C814345778,1
C814413517,1
C814466553,1
C814528974,1
C816315846,1
C814716597,1
C814886797,1
C815065594,1
C815195284,1
C815279404,1
C815315430,1
C815544341,1
C815628563,1
C81585635,1
C81587291,1
C816064707,1
C816129508,1
C816242963,1
C804306879,1
C804016361,1
C80387919,1
C795290167,1
C793233839,1
C793449159,1
C793816402,1
C794060279,1
C794290057,1
C794571885,1
C794625601,1
C794646915,1
C79473657,1
C794779116,1
C794836195,1
C794947414,1
C795184692,1
C795372753,1
C793059779,1
C795574446,1
C795853330,1
C795915077,1
C795947524,1
C796012531,1
C796115130,1
C796147836,1
C796298418,1
C796312778,1
C796414235,1
C796435829,1
C796529058,1
C79653418,1
C793143843,1
C792987085,1
C803763593,1
C791144032,1
C790128788,1
C790140463,1
C790188952,1
C790263218,1
C790340353,1
C790384924,1
C790415785,1
C79051264,1
C790582807,1
C790635066,1
C790685338,1
C791079404,1
C791106926,1
C791288135,1
C792885931,1
C791486868,1
C791586843,1
C791615814,1
C791741339,1
C791884678,1
C792080060,1
C792080112,1
C792281006,1
C792347661,1
C792397679,1
C792542501,1
C792651637,1
C792804461,1
C796773856,1
C796842245,1
C79685693,1
C802139688,1
C801157832,1
C801162238,1
C801354252,1
C801412408,1
C801426364,1
C80156835,1
C801580496,1
C801596045,1
C80160566,1
C801773447,1
C80183609,1
C801890101,1
C801984124,1
C802151575,1
C797035468,1
C802285127,1
C802302527,1
C802410376,1
C802509612,1
C802639228,1
C802885021,1
C802921475,1
C803181313,1
C803239144,1
C803277933,1
C803411135,1
C803647471,1
C803703656,1
C80114105,1
C801116845,1
C801090621,1
C800929462,1
C797070356,1
C797209152,1
C797411112,1
C797588864,1
C797688696,1
C797703296,1
C797897879,1
C798055687,1
C798134746,1
C798159363,1
C798319481,1
C798424604,1
C798547691,1
C798979222,1
C799015840,1
C7990337,1
C799225890,1
C79931133,1
C799393307,1
C799430524,1
C79951219,1
C799681184,1
C799703422,1
C799860005,1
C799888811,1
C800259537,1
C800378513,1
C878792867,1
C878866926,1
C878935318,1
C960827392,1
C959540138,1
C959562247,1
C95956849,1
C959692250,1
C959776008,1
C959785140,1
C9599628,1
C960046463,1
C960265779,1
C960377084,1
C960563833,1
C960647528,1
C960694906,1
C960848277,1
C959463249,1
C961098321,1
C961243143,1
C961261892,1
C961270274,1
C961503749,1
C961544544,1
C961585962,1
C961613398,1
C961768451,1
C961774996,1
C961780738,1
C96222488,1
C962232328,1
C959470338,1
C959410257,1
C962323728,1
C958253769,1
C956657254,1
C956901713,1
C956916023,1
C956959892,1
C957078136,1
C957617194,1
C957619820,1
C957688108,1
C957732076,1
C957784464,1
C95792829,1
C958080037,1
C958168241,1
C958479953,1
C959315595,1
C958487787,1
C958603903,1
C958694427,1
C958794947,1
C958803448,1
C95880754,1
C959095165,1
C959100931,1
C959102961,1
C959116993,1
C9591597,1
C959205237,1
C959311231,1
C962253473,1
C962450896,1
C956555426,1
C967785353,1
C96624580,1
C966258334,1
C966717890,1
C966741210,1
C966943233,1
C966982427,1
C967051629,1
C967218202,1
C967325382,1
C967408302,1
C967549667,1
C967600004,1
C967691562,1
C967833136,1
C966152886,1
C968159890,1
C968403759,1
C968443194,1
C968531145,1
C968979703,1
C969013741,1
C96929934,1
C969404866,1
C969680632,1
C96988544,1
C97010398,1
C970108067,1
C9701690,1
C966173999,1
C966109219,1
C962574299,1
C964435402,1
C96260697,1
C962802793,1
C962858341,1
C963027341,1
C96305554,1
C963512696,1
C963556658,1
C963685375,1
C963749685,1
C964050738,1
C964153442,1
C964390275,1
C964428747,1
C964445001,1
C96592525,1
C964493655,1
C964511313,1
C964573395,1
C964592362,1
C964891508,1
C96489795,1
C964933148,1
C965198261,1
C965261353,1
C965340171,1
C965571904,1
C965761835,1
C965792626,1
C956623325,1
C956479425,1
C943049260,1
C948406463,1
C946605831,1
C946777990,1
C947026739,1
C947315292,1
C947645496,1
C947728507,1
C947826109,1
C94784819,1
C947854102,1
C947925453,1
C948133316,1
C948349145,1
C948382009,1
C948441746,1
C946502860,1
C948610987,1
C9486206,1
C948664431,1
C948690681,1
C948701373,1
C948778919,1
C948820574,1
C948884752,1
C948907509,1
C949015157,1
C949114642,1
C949239257,1
C949247454,1
C946520806,1
C946491737,1
C949325212,1
C94435408,1
C943161690,1
C943173894,1
C943180964,1
C943280321,1
C943512909,1
C943795253,1
C943844631,1
C944070846,1
C944216727,1
C944240643,1
C944268161,1
C944291289,1
C944295490,1
C944357940,1
C946427395,1
C944432695,1
C944451895,1
C944480548,1
C94475674,1
C944966910,1
C945064086,1
C94525444,1
C945312738,1
C945327594,1
C946052471,1
C94618150,1
C946275837,1
C946378506,1
C949298943,1
C949501581,1
C956442492,1
C954658479,1
C952807483,1
C952858643,1
C952860391,1
C952860691,1
C952933933,1
C95297644,1
C953022806,1
C953537068,1
C953989507,1
C954045856,1
C954160536,1
C954298206,1
C954355337,1
C954871123,1
C952265131,1
C95497676,1
C955071434,1
C955101286,1
C955190047,1
C955198432,1
C955662088,1
C955753523,1
C955833247,1
C956043310,1
C956072695,1
C95607946,1
C956252470,1
C956307325,1
C952759841,1
C952245558,1
C949573914,1
C950814543,1
C949614890,1
C949792674,1
C949838768,1
C949934281,1
C949980051,1
C950017248,1
C950019767,1
C950160827,1
C950258202,1
C950353738,1
C950599910,1
C9507698,1
C950801074,1
C951363139,1
C952194929,1
C951381310,1
C951398673,1
C951521494,1
C951549308,1
C951611415,1
C951633995,1
C951701114,1
C951711545,1
C951821221,1
C951883743,1
C95194783,1
C951980885,1
C952177952,1
C97016938,1
C970254798,1
C970287333,1
C991308011,1
C989559547,1
C989697555,1
C98982423,1
C989926584,1
C989949797,1
C9901046,1
C990236688,1
C990246517,1
C99029817,1
C990820697,1
C990823587,1
C991247178,1
C99129129,1
C991335856,1
C989314619,1
C991455479,1
C991505714,1
C991624495,1
C991826252,1
C991884461,1
C991907314,1
C992060684,1
C992121519,1
C99220125,1
C992223106,1
C992917413,1
C992997855,1
C993318150,1
C989495920,1
C988859148,1
C993635374,1
C987393521,1
C985677650,1
C985759209,1
C986104580,1
C986375360,1
C986606051,1
C986951874,1
C986981998,1
C987019949,1
C987041812,1
C987072193,1
C987180793,1
C98727471,1
C987355544,1
C987446721,1
C988834023,1
C987555684,1
C987837660,1
C987947557,1
C987967282,1
C98804816,1
C988104305,1
C988422154,1
C98844007,1
C988536152,1
C988553635,1
C988696172,1
C988753376,1
C988790876,1
C99354775,1
C993674032,1
C970433237,1
C997831977,1
C997276166,1
C997289329,1
C997532070,1
C99753762,1
C997543700,1
C997567120,1
C997585991,1
C997616929,1
C997675082,1
C997712071,1
C997743545,1
C99777022,1
C997789760,1
C997942901,1
C997222163,1
C998015371,1
C998024073,1
C998349190,1
C998514614,1
C998593582,1
C998715487,1
C998785780,1
C998822926,1
C999409522,1
C999470580,1
C999561448,1
C999708230,1
C99979309,1
C997271871,1
C997146902,1
C993688560,1
C995250059,1
C993905449,1
C993958869,1
C99418495,1
C994276793,1
C994518144,1
C994730180,1
C994784827,1
C994847262,1
C994950684,1
C99498713,1
C994987867,1
C995043220,1
C995170133,1
C995315551,1
C997127653,1
C99535161,1
C99537162,1
C995702691,1
C995709534,1
C995717060,1
C996004667,1
C996012482,1
C99611102,1
C99638718,1
C996566642,1
C996891607,1
C996937120,1
C997122049,1
C985397867,1
C98533918,1
C985240759,1
C976181773,1
C974535194,1
C974621415,1
C974759486,1
C975019107,1
C975058065,1
C975117365,1
C975127788,1
C975263460,1
C975347823,1
C97544246,1
C975798201,1
C975876326,1
C976082192,1
C976192518,1
C974262278,1
C976257399,1
C976368712,1
C97658415,1
C976894617,1
C976919593,1
C977089472,1
C977281429,1
C977366743,1
C977625973,1
C977922578,1
C978277137,1
C978314426,1
C978336894,1
C97431469,1
C974221574,1
C985224754,1
C972303876,1
C970648981,1
C970791522,1
C970796050,1
C970953721,1
C971134857,1
C971577416,1
C97161291,1
C971747448,1
C971866524,1
C971898032,1
C971904885,1
C972076010,1
C972148639,1
C97242201,1
C97407183,1
C972530514,1
C972572502,1
C97275892,1
C972765878,1
C97284144,1
C972876081,1
C973050515,1
C973074458,1
C973123570,1
C973257095,1
C973279667,1
C973342461,1
C9735820,1
C978467011,1
C97856418,1
C978609035,1
C983697974,1
C982513894,1
C982551468,1
C982569135,1
C982640738,1
C982724683,1
C98283050,1
C982969459,1
C98299573,1
C983142202,1
C983383771,1
C983453370,1
C983474187,1
C983611149,1
C983847519,1
C978638319,1
C983899161,1
C984153855,1
C984621443,1
C98463296,1
C984782155,1
C984823123,1
C984902838,1
C984948607,1
C984959096,1
C985064489,1
C985066734,1
C985114937,1
C985192953,1
C982480526,1
C98246115,1
C982362402,1
C981996349,1
C978703019,1
C978716589,1
C978784308,1
C978822470,1
C979217194,1
C979329781,1
C979594589,1
C979680839,1
C979923889,1
C979925906,1
C979937832,1
C979963361,1
C980121091,1
C980295084,1
C980380973,1
C980546604,1
C98079296,1
C981071931,1
C981150535,1
C981155027,1
C981156733,1
C981450305,1
C981538757,1
C981578814,1
C981675452,1
C981772775,1
C981935704,1
C943084296,1
C94303206,1
C878980822,1
C902520408,1
C901067372,1
C901257542,1
C901300638,1
C901331326,1
C90138221,1
C901438460,1
C901559615,1
C90164537,1
C902008507,1
C90228184,1
C902415658,1
C902434449,1
C902467451,1
C902583523,1
C900883802,1
C902858452,1
C902859339,1
C903355474,1
C903383636,1
C903484940,1
C903487655,1
C90361142,1
C903739271,1
C903832238,1
C90395861,1
C903962920,1
C904059459,1
C904630616,1
C901042408,1
C900839253,1
C90486891,1
C898953864,1
C897542866,1
C897869440,1
C897961171,1
C898200380,1
C898274141,1
C898478782,1
C898480186,1
C898533005,1
C898552679,1
C898755281,1
C898783752,1
C898806761,1
C898870268,1
C899155690,1
C900711437,1
C899185516,1
C899260948,1
C899485739,1
C899490900,1
C899620238,1
C899674207,1
C899985464,1
C900441286,1
C900480774,1
C900560128,1
C900573262,1
C900608348,1
C900709443,1
C904749186,1
C905119100,1
C897190163,1
C910803312,1
C909074083,1
C909134894,1
C909312047,1
C909346905,1
C909589798,1
C909629490,1
C90982543,1
C909860820,1
C909892782,1
C910056711,1
C910082449,1
C910554500,1
C910594371,1
C911097587,1
C908864570,1
C911165143,1
C911183330,1
C911339546,1
C91138273,1
C911599712,1
C91165547,1
C911664273,1
C911709087,1
C911734420,1
C911775110,1
C911995008,1
C912160043,1
C912209557,1
C908924241,1
C90885996,1
C905192559,1
C906689307,1
C905234452,1
C905449086,1
C905502978,1
C905665675,1
C90566607,1
C905679615,1
C905835807,1
C905922907,1
C906016775,1
C906024214,1
C906325227,1
C906449417,1
C906453078,1
C906779007,1
C908544136,1
C9067919,1
C906878138,1
C907385207,1
C907656239,1
C907660116,1
C907729353,1
C907833742,1
C907941485,1
C908043384,1
C908283595,1
C908334947,1
C908525161,1
C90854025,1
C897416477,1
C897120803,1
C942925545,1
C886414281,1
C884104189,1
C884592153,1
C884699340,1
C884840595,1
C884847984,1
C884857756,1
C884992368,1
C885540169,1
C885687058,1
C885720640,1
C886007554,1
C886096623,1
C886178722,1
C886662804,1
C883677752,1
C886672232,1
C886844880,1
C887693253,1
C887694892,1
C887702391,1
C887830623,1
C888357097,1
C88849251,1
C888712424,1
C888769567,1
C888856721,1
C889125918,1
C889161181,1
C88386120,1
C88359761,1
C889382301,1
C881548240,1
C879181600,1
C879312587,1
C879463132,1
C879593477,1
C879600285,1
C880160644,1
C880626783,1
C880907246,1
C881015352,1
C881219038,1
C881291661,1
C881302071,1
C881360677,1
C881672878,1
C883452416,1
C881850638,1
C881927745,1
C882063580,1
C88210735,1
C882172287,1
C882871292,1
C88290164,1
C882992570,1
C88316037,1
C883298030,1
C883310788,1
C883314013,1
C883385681,1
C889342614,1
C889625469,1
C897010793,1
C895738872,1
C89412579,1
C89425517,1
C894359747,1
C894811944,1
C894928448,1
C895065191,1
C895161073,1
C895220334,1
C895361185,1
C895376277,1
C895432716,1
C895602410,1
C895676218,1
C895750711,1
C89396076,1
C895796754,1
C895816013,1
C89581847,1
C895840599,1
C895867127,1
C89588966,1
C896022572,1
C89609219,1
C896315472,1
C896468474,1
C896700136,1
C896720879,1
C896934166,1
C894097120,1
C893956566,1
C890173337,1
C892131822,1
C890343735,1
C890563348,1
C890580817,1
C890750407,1
C891040808,1
C891068137,1
C891140444,1
C891276919,1
C891486597,1
C891657273,1
C891884680,1
C892010542,1
C89201535,1
C892157001,1
C893760523,1
C892298445,1
C892311426,1
C892318279,1
C892400741,1
C892421305,1
C892428215,1
C89259074,1
